iter	Logloss
175	0.127236174
176	0.1269976174
177	0.1268175875
178	0.1267392481
179	0.1265736709
180	0.1263748736
181	0.1261876474
182	0.1259955539
183	0.125886667
184	0.1257106684
185	0.1255018828
186	0.1253010849
187	0.1251103127
188	0.1250172968
189	0.1247929762
190	0.1246207997
191	0.1244668531
192	0.1244000325
193	0.1242131944
194	0.124065108
195	0.1239786689
196	0.1238816592
197	0.1237356555
198	0.123629807
199	0.1234751364
200	0.1233599191
201	0.1232054798
202	0.1230732867
203	0.1229145923
204	0.1228133573
205	0.1227092258
206	0.1226897492
207	0.1225816686
208	0.1224552087
209	0.1223109445
210	0.1221782438
211	0.1220747468
212	0.1219725114
213	0.1218885657
214	0.1217049227
215	0.1215659662
216	0.1214653657
217	0.1213551053
218	0.1211886098
219	0.121077782
220	0.1209420355
221	0.1208444509
222	0.12067376
223	0.1205884333
224	0.1205031513
225	0.1203418888
226	0.1202425276
227	0.1200597356
228	0.1199724007
229	0.1198833787
230	0.1197573667
231	0.119654034
232	0.1195586889
233	0.1194610596
234	0.1193389445
235	0.119207901
236	0.1190389943
237	0.1189320633
238	0.1187971977
239	0.1186024466
240	0.1185603058
241	0.1184318304
242	0.1182938369
243	0.1181288867
244	0.117997679
245	0.1178118711
246	0.1176579544
247	0.117496483
248	0.1173977712
249	0.1172461239
250	0.1171446798
251	0.1170555607
252	0.1169240395
253	0.1167857997
254	0.1167072214
255	0.116548094
256	0.1163980443
257	0.1162623426
258	0.1161828984
259	0.1160003005
260	0.115846339
261	0.1157682535
262	0.1156496843
263	0.1155338026
264	0.11543954
265	0.11536294
266	0.1152362413
267	0.1151342523
268	0.1149744829
269	0.1148501133
270	0.1147490947
271	0.1146212688
272	0.114535942
273	0.1144581849
274	0.1143203855
275	0.1142561926
276	0.1141288518
277	0.1140602321
278	0.1139747933
279	0.1138504387
280	0.1137760931
281	0.1137202612
282	0.1136078807
283	0.1135023531
284	0.1133416208
285	0.1132736206
286	0.113191153
287	0.1130247471
288	0.1129183312
289	0.112779524
290	0.1126804091
291	0.1126189111
292	0.1125251785
293	0.1123650732
294	0.1122870025
295	0.1121948302
296	0.1120671461
297	0.1119412835
298	0.1118392347
299	0.111732468
300	0.1116312852
301	0.1115442414
302	0.1114673055
303	0.1113635547
304	0.1112893659
305	0.1111966635
306	0.111130358
307	0.111035431
308	0.1108969896
309	0.1107833922
310	0.1106444805
311	0.1105431036
312	0.1105100105
313	0.1104934901
314	0.1104098281
315	0.110306234
316	0.1101922186
317	0.1100639448
318	0.1099958476
319	0.1098386462
320	0.1097833592
321	0.1096840726
322	0.1095804562
323	0.1094827671
324	0.1093557772
325	0.1092683378
326	0.1090856504
327	0.108967447
328	0.1088710718
329	0.1087848641
330	0.1087531148
331	0.1086459076
332	0.1084863174
333	0.1084257824
334	0.1083400375
335	0.1082420424
336	0.1081768566
337	0.1080681415
338	0.1079511922
339	0.1078873129
340	0.1078244861
341	0.1076964586
342	0.1075952758
343	0.1075078587
344	0.1074451663
345	0.1073339055
346	0.1072827841
347	0.1071547417
348	0.1070399947
349	0.1069397003
350	0.1068305148
351	0.1067705994
352	0.1066362191
353	0.1065516313
354	0.1064849376
355	0.1063441596
356	0.106198895
357	0.1060624543
358	0.1059463934
359	0.1059174062
360	0.1058291754
361	0.1057382572
362	0.1056644119
363	0.105563565
364	0.1054928774
365	0.1053753011
366	0.105301411
367	0.105273969
368	0.1051920016
369	0.1050186083
370	0.1048747546
371	0.1047581339
372	0.1046184084
373	0.1044517189
374	0.1043395847
375	0.1042464643
376	0.1041126139
377	0.1039946793
378	0.1039420051
379	0.103852998
380	0.1036997607
381	0.1035565192
382	0.103421982
383	0.1033326614
384	0.1032275743
385	0.1031565806
386	0.1030858184
387	0.1030486419
388	0.1030038285
389	0.1028732479
390	0.1028000893
391	0.1027036469
392	0.1025852942
393	0.1024373124
394	0.1023901773
395	0.1022836122
396	0.1022176575
397	0.1021525837
398	0.1020763121
399	0.101998667
400	0.1019204918
401	0.1018326343
402	0.1017516224
403	0.1016765378
404	0.1015427621
405	0.1015156039
406	0.101395034
407	0.1012782789
408	0.1011726245
409	0.1010535104
410	0.1009420406
411	0.1008667619
412	0.100785959
413	0.1006652772
414	0.1005828693
415	0.1004770208
416	0.1003845424
417	0.1003047846
418	0.1001966443
419	0.1000738722
420	0.09994432184
421	0.09987992736
422	0.09983015714
423	0.09974698031
424	0.0996810928
425	0.09956488264
426	0.0994926796
427	0.09948155651
428	0.09938970517
429	0.09932998388
430	0.09921933527
431	0.09914005526
432	0.09906456755
433	0.09900890731
434	0.09891271125
435	0.09876294519
436	0.0986466977
437	0.09857081434
438	0.09844494426
439	0.09837742934
440	0.09829038557
441	0.09819203953
442	0.09815251897
443	0.09808349609
444	0.09797642329
445	0.09786911907
446	0.09783482412
447	0.09769768911
448	0.09765622014
449	0.0975802248
450	0.09751995109
451	0.09742695758
452	0.09736981177
453	0.09733509131
454	0.09728262616
455	0.09720437634
456	0.09710733671
457	0.09699346315
458	0.09685203567
459	0.09674602292
460	0.09667553687
461	0.09659244963
462	0.09653159364
463	0.09642617063
464	0.09633140041
465	0.09624434917
466	0.09617457978
467	0.09611570205
468	0.09599561001
469	0.09591641958
470	0.09580595013
471	0.09573170164
472	0.09565622886
473	0.09551945218
474	0.09534079595
475	0.09527269128
476	0.09523089385
477	0.09516457336
478	0.09504371986
479	0.09492427729
480	0.0948576358
481	0.0947764671
482	0.09471454359
483	0.09462051242
484	0.09450136845
485	0.09449138007
486	0.09444054979
487	0.09431754633
488	0.09420631543
489	0.0941565676
490	0.0940622005
491	0.09398415224
492	0.09394719223
493	0.09381440194
494	0.09378112972
495	0.0936475108
496	0.09351242872
497	0.09348305331
498	0.09341312715
499	0.09331670713
500	0.09328935478
501	0.09323859915
502	0.09306447427
503	0.09301607763
504	0.09293001925
505	0.09289426113
506	0.09280380577
507	0.09271008814
508	0.0926055311
509	0.09251244801
510	0.09243412354
511	0.09238698105
512	0.09233617316
513	0.09223915593
514	0.09213796567
515	0.09209298808
516	0.09201536533
517	0.09195164272
518	0.0919084493
519	0.09184914606
520	0.09171387734
521	0.09161765141
522	0.0915506516
523	0.09147108044
524	0.09142537873
525	0.09134984623
526	0.09130599587
527	0.09119015151
528	0.0910465442
529	0.09100191001
530	0.09091778511
531	0.09081892398
532	0.09076610797
533	0.09064919608
534	0.09058287559
535	0.09053854746
536	0.09048984475
537	0.09038896057
538	0.09036017491
539	0.09033186702
540	0.09029907256
541	0.09023134116
542	0.090220554
543	0.09013978842
544	0.09005734319
545	0.09001780769
546	0.0899190884
547	0.08986315195
548	0.0898247437
549	0.08969753736
550	0.08962427427
551	0.08959048695
552	0.08954498679
553	0.08950689208
554	0.08947991298
555	0.08935464758
556	0.08928584866
557	0.08922262621
558	0.08912560151
559	0.08906602953
560	0.08892949173
561	0.08889324838
562	0.08886048379
563	0.08882774159
564	0.08876998364
565	0.08870774659
566	0.08859348484
567	0.08849619886
568	0.08846036609
569	0.08836019856
570	0.08832111844
571	0.08828948855
572	0.0881948751
573	0.08813118235
574	0.08802783466
575	0.0879820135
576	0.08793934264
577	0.0878785389
578	0.0878484767
579	0.08779404075
580	0.08774202351
581	0.08770657892
582	0.08766327352
583	0.08762823952
584	0.08754133012
585	0.08751386579
586	0.08741319063
587	0.0873647492
588	0.08729139653
589	0.08725470526
590	0.08716151766
591	0.08707350341
592	0.08699387254
593	0.08695842049
594	0.08688285813
595	0.08678929726
596	0.08669916291
597	0.0866751027
598	0.08656898543
599	0.08654478338
600	0.08647057222
601	0.08638426002
602	0.08630048599
603	0.08621566683
604	0.08615675178
605	0.08607596381
606	0.08605357579
607	0.08594738387
608	0.08591496268
609	0.08586010121
610	0.08579301927
611	0.08569930164
612	0.08562002163
613	0.08548519336
614	0.08540260628
615	0.08535360497
616	0.0852552888
617	0.08517103699
618	0.08510283528
619	0.08505922381
620	0.08494027393
621	0.08482424294
622	0.08479486006
623	0.08471752846
624	0.08462173551
625	0.08453697608
626	0.08445244806
627	0.08438244724
628	0.084307288
629	0.08423400252
630	0.08412070377
631	0.08404673895
632	0.08397328177
633	0.08390375126
634	0.08389521112
635	0.0837859137
636	0.0837024308
637	0.08367178631
638	0.08363038453
639	0.0835533814
640	0.08343894048
641	0.08335412132
642	0.08328763659
643	0.08321010343
644	0.08310173916
645	0.08304161475
646	0.08301637504
647	0.08296835166
648	0.08292864447
649	0.08286228665
650	0.0827983998
651	0.08272408413
652	0.08263513673
653	0.08262713408
654	0.08259737048
655	0.08250333185
656	0.0824250895
657	0.08240836007
658	0.08234058388
659	0.08225922109
660	0.08223539976
661	0.08222085016
662	0.08206669458
663	0.08197617204
664	0.08190592488
665	0.0818339234
666	0.08180280114
667	0.08178120443
668	0.08174394581
669	0.0816744153
670	0.08157636788
671	0.08148462105
672	0.08139056002
673	0.08124315295
674	0.08121173956
675	0.08116654547
676	0.08113094412
677	0.08109920225
678	0.08103181425
679	0.08096541164
680	0.08087879338
681	0.08079964027
682	0.08073632824
683	0.08062507495
684	0.08053723987
685	0.08047310667
686	0.0804402301
687	0.08041962625
688	0.08035110354
689	0.08022153821
690	0.08012393123
691	0.08004550225
692	0.08002545082
693	0.07994969437
694	0.07985596181
695	0.07972073788
696	0.07963140977
697	0.07955940082
698	0.07950030661
699	0.07936578441
700	0.07929104322
701	0.07923831678
702	0.07917166036
703	0.07909144721
704	0.07902931467
705	0.0789452271
706	0.07891812856
707	0.07883826627
708	0.07879934292
709	0.07872071238
710	0.0786705241
711	0.07864072318
712	0.07859669366
713	0.07851899627
714	0.07845476602
715	0.07842090405
716	0.07835976438
717	0.07830331284
718	0.07827859569
719	0.07825829045
720	0.07817107497
721	0.07810258959
722	0.0780785443
723	0.07804107666
724	0.07800606506
725	0.07793233166
726	0.07787284926
727	0.07778476782
728	0.07775033104
729	0.07766643756
730	0.07758556
731	0.07751449913
732	0.07747904708
733	0.07742364813
734	0.07735764864
735	0.07731583627
736	0.0772532409
737	0.07722534359
738	0.07716147167
739	0.07712869961
740	0.07707529385
741	0.07706007985
742	0.07700524825
743	0.07697357357
744	0.07691162766
745	0.07684312735
746	0.07681229623
747	0.07675946529
748	0.07668161112
749	0.07664502437
750	0.07658893861
751	0.07656675216
752	0.07649158545
753	0.07644036698
754	0.07639768119
755	0.07628892872
756	0.07618338628
757	0.07613522852
758	0.07610864509
759	0.07606200276
760	0.0759834842
761	0.07588136079
762	0.07580325282
763	0.07575820803
764	0.07568287709
765	0.07563514486
766	0.07556131441
767	0.07554802643
768	0.07547654004
769	0.07539767062
770	0.07534840056
771	0.0752735026
772	0.07524064096
773	0.07518774283
774	0.07513542698
775	0.075085067
776	0.07504488204
777	0.0749730224
778	0.07493371833
779	0.07488314186
780	0.07485444578
781	0.0748350289
782	0.07480349606
783	0.07475443502
784	0.07468593471
785	0.07464130051
786	0.07457192677
787	0.07451432558
788	0.0744296408
789	0.07439035912
790	0.07431746182
791	0.07426899053
792	0.07420213255
793	0.07413284093
794	0.07409482086
795	0.07408082369
796	0.07404628985
797	0.07402250585
798	0.0739728476
799	0.07390233915
800	0.07379425855
801	0.07373184234
802	0.07363925941
803	0.07354168976
804	0.07350749932
805	0.07341609589
806	0.07337043897
807	0.07332112411
808	0.07327700501
809	0.07325378836
810	0.07320605612
811	0.0731393773
812	0.07307184746
813	0.07300757242
814	0.07296129589
815	0.07292005087
816	0.07288302367
817	0.07283641867
818	0.07277801872
819	0.07271593844
820	0.07265317137
821	0.07260693216
822	0.07252777906
823	0.07245183598
824	0.07241622716
825	0.0723307212
826	0.07227088047
827	0.07221304787
828	0.07216543507
829	0.07209201522
830	0.07204818726
831	0.07195382762
832	0.07188804462
833	0.07185366009
834	0.07178912377
835	0.07175782982
836	0.0716839098
837	0.07163004119
838	0.07161650686
839	0.07157421672
840	0.07151985542
841	0.07149092792
842	0.07142848185
843	0.07137329938
844	0.07132150609
845	0.07127822309
846	0.07120869258
847	0.07116826873
848	0.0710994922
849	0.07105068498
850	0.0710175322
851	0.07099009773
852	0.07093744595
853	0.07087765748
854	0.07080889588
855	0.07076763594
856	0.07074745014
857	0.0707208891
858	0.07064079538
859	0.0705478168
860	0.07049530686
861	0.07048260862
862	0.07044706699
863	0.07038910748
864	0.07036278532
865	0.07027907101
866	0.07022729265
867	0.07017684309
868	0.07014245856
869	0.07013275385
870	0.07008579053
871	0.07003028705
872	0.06996969981
873	0.06992416233
874	0.06987374263
875	0.06984342661
876	0.06980833289
877	0.06978564626
878	0.06973040407
879	0.06968006649
880	0.06960792318
881	0.06957632315
882	0.06950854695
883	0.06947268432
884	0.06945776146
885	0.06937149406
886	0.06929165417
887	0.06923064887
888	0.06918055764
889	0.06910770513
890	0.06905326171
891	0.06899764626
892	0.06893917166
893	0.0688629673
894	0.06882760483
895	0.06879172726
896	0.06874317386
897	0.06866698442
898	0.06861723659
899	0.06854503355
900	0.06853088707
901	0.06846738095
902	0.06841224327
903	0.06835612019
904	0.06833654654
905	0.06827842279
906	0.06820403246
907	0.0681212065
908	0.06805580423
909	0.06802353234
910	0.06800955009
911	0.06796169094
912	0.06789755028
913	0.06782960239
914	0.06777689835
915	0.06772999474
916	0.06771647534
917	0.06761649443
918	0.06756730649
919	0.06751141483
920	0.06745616517
921	0.06741329275
922	0.06735949134
923	0.06732837655
924	0.06726160815
925	0.067194571
926	0.06717838653
927	0.06714191175
928	0.06707227673
929	0.06704205776
930	0.06694719796
931	0.066923511
932	0.06686907505
933	0.06682359729
934	0.06675448483
935	0.06669344221
936	0.0666790867
937	0.06663063034
938	0.06659934385
939	0.06653306069
940	0.06649651126
941	0.06645613221
942	0.06641735816
943	0.06640345803
944	0.06633382301
945	0.06628863639
946	0.06625711848
947	0.06621329052
948	0.06614486485
949	0.06607213925
950	0.06604151716
951	0.06600631893
952	0.06595399562
953	0.06586508555
954	0.06577958706
955	0.06573447509
956	0.06568427935
957	0.06561972064
958	0.0655741533
959	0.06550149488
960	0.06544233348
961	0.06536001515
962	0.06532569781
963	0.06529912183
964	0.06524051286
965	0.06520075341
966	0.06515858271
967	0.06509433007
968	0.0650674331
969	0.06498876523
970	0.06498537605
971	0.06496262224
972	0.06491447941
973	0.06486238006
974	0.06484346334
975	0.06479352141
976	0.06470659708
977	0.0646781996
978	0.06464521106
979	0.06463495393
980	0.06455954087
981	0.06449778906
982	0.06444570463
983	0.06437497223
984	0.06430663615
985	0.06425935928
986	0.06421912206
987	0.0641855811
988	0.0641131765
989	0.06406313006
990	0.0639938683
991	0.06398090878
992	0.06396927806
993	0.06391911964
994	0.06389084907
995	0.06385628538
996	0.06380305878
997	0.06375405746
998	0.06372080764
999	0.06367278426
